Nombre,Tipo,Fecha inicio,Fecha fin,GPS,Municipio,Precio,Provincia
Kalakan + Trasga,Concierto,20220930,20220930,"43.3130149841,-1.5803360939",Sare,18 €,Iparralde
Exposición De Los Trabajos Del Grupo Irule,Exposición,20220912,20220930,"43.054361,-2.333641",Legazpi,Gratis,Gipuzkoa
Taller De Escritura Creativa Alfa: Nueva Inscripción Curso 2022-23,Formación,20220905,20220930,"43.256963,-2.923441",Bilbao,100 euros mes,Bizkaia
Exposición De Obras De Arte Realizadas Por Miembros De Garagune,Exposición,20220930,20220930,"43.036248,-2.504542",Aretxabaleta,0,Gipuzkoa
"Solo Personal Autorizado, Exposición De Eduardo Martínez",Exposición,20220907,20220930,"43.220496,-2.733236",Amorebieta-Etxano,Gratis,Bizkaia
Keu Agirretxe,Concierto,20220930,20220930,"43.208759,-2.774116",Lemoa,6 €,Bizkaia
Exposición Lugares Comunes,Exposición,20220910,20220930,"42.846718,-2.671635",Vitoria-Gasteiz,Libre,Araba
Dantzaleku,Danza,20220930,20220930,"43.183900834486366,-2.2654151916503906",Azpeitia,0,Gipuzkoa
La Gripe,Concierto,20220930,20220930,"43.256963,-2.923441",Bilbao,10 / 15 €,Bizkaia
Bertso Saioa: Sustrai Colina + Jexux Mari Irazu Muñoa,Bertsolarismo,20220930,20220930,"43.052914,-2.564295",Aramaio,0,Araba
8 Apellidos Andaluces,Teatro,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,12 / 15 €,Gipuzkoa
Eira + Revolutionary Brothers + Friends,Concierto,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,8 / 10 / 12 €,Gipuzkoa
Bulego,Concierto,20220930,20220930,"43.186642,-2.502607",Ermua,12€,Bizkaia
"Programa Fiestas De Mutriku 2022: Galbaixuak, Fiestas De Samikolla Y San Jerónimo",Fiestas,20220908,20220930,"43.307023,-2.385069",Mutriku,0,Gipuzkoa
Eleizetan 2022: Galma Boskotea,Concierto,20220930,20220930,"43.220496,-2.733236",Amorebieta-Etxano,Gratis,Bizkaia
Presentación Del Libro Las Palabras Que Me Soñaron De Lierni Irizar,Conferencia,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Exposición De Javier Campano,Exposición,20220916,20220930,"43.215187,-2.415702",Elgoibar,Gratis,Gipuzkoa
Getxozirko 2022: Sin Ojana,Teatro,20220930,20220930,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
Hegoak,Teatro,20220930,20220930,"43.221425,-2.813527",Galdakao,6 / 8 €,Bizkaia
Festival Ja! Bilbao 2022: Diálogo Cómicos De La Legua,Conferencia,20220930,20220930,"43.256963,-2.923441",Bilbao,Con invitación,Bizkaia
Gilda + Star Blues,Concierto,20220930,20220930,"43.009216,-2.252519",Segura,6 €,Gipuzkoa
Afrikarte,Exposición,20220901,20220930,"42.817643,-1.648541",Pamplona/Iruña,0,Navarra
Bilbo Zientzia Plaza,Festival,20220914,20220930,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Microexposición Sobre Emilio Azarola,Exposición,20220914,20220930,"42.817643,-1.648541",Pamplona/Iruña,Gratis,Navarra
The Sots + The Capaces,Concierto,20220930,20220930,"43.256963,-2.923441",Bilbao,10 / 12 €,Bizkaia
Esanezin,Concierto,20220930,20220930,"43.093881,-2.011392",Orexa,Gratis,Gipuzkoa
The Big Reset,Proyección Audiovisual,20220930,20220930,"43.178205,-2.31164",Azkoitia,0,Gipuzkoa
Horrela Iritsi Ginen Honaino,Conferencia,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Magallanes Y Elcano,Teatro,20220930,20220930,"43.130386,-2.542155",Elorrio,10 €,Bizkaia
Bertso Saioa: Iban Urdangarin + Iker Zubeldia,Bertsolarismo,20220930,20220930,"43.297258,-2.256848",Zumaia,0,Gipuzkoa
Txisteratik 2022: Gertuko Magia Ikuskizuna,Teatro,20220930,20220930,"43.183900834486366,-2.2654151916503906",Azpeitia,5 €,Gipuzkoa
"Loraldia Plazarik Plaza 2022: Katuen Kontuak, Ines Osinaga Eta Joseba Sarrionandia",Otro,20220930,20220930,"43.211505,-2.873626",Zaratamo,Gratis,Bizkaia
Bertso Jaialdia: Maider Arregi Markuleta + Onintza Enbeita + Agin Laburu + Sebastian Lizaso + Aitor Mendiluze,Bertsolarismo,20220930,20220930,"43.032888,-2.411348",Oñati,0,Gipuzkoa
Bertso Saioa: Asier Alcedo + Onintza Enbeita + Eli Pagola,Bertsolarismo,20220930,20220930,"43.320624,-3.020331",Portugalete,0,Bizkaia
Niko Etxart + Dom&Kiki,Concierto,20220930,20220930,"43.280364,-2.171588",Zarautz,6 €,Gipuzkoa
"Asteklima 2022: Proyección De “Nanuk, El Esquimal” Con Música En Directo Del Pianista Juantxo Zeberio",Proyección Audiovisual,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Uribarri Eta Matikoko Jaiak 2022: Mad Muasel + Bad Sound,Concierto,20220930,20220930,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Baske Street Boys + Edan + Gora Etorri,Concierto,20220930,20220930,"43.176705,-2.633777",Iurreta,Gratis,Bizkaia
Kernhell + Etorkizun Beltza + The Covenant,Concierto,20220930,20220930,"43.320624,-3.020331",Portugalete,8 €,Bizkaia
158 Aniversario Del Nacimiento De Miguel De Unamuno,Otro,20220926,20220930,"43.256963,-2.923441",Bilbao,0,Bizkaia
Barakaldo Udazkena Rock 2022: Blues De Luxe + Lindane,Concierto,20220930,20220930,"43.296826,-2.985259",Barakaldo,Gratis,Bizkaia
Katapulta Tour Gipuzkoa 2022: Deñe + Julen,Concierto,20220930,20220930,"43.164674,-2.173594",Errezil,Gratis,Gipuzkoa
Hitz Andana 2022: Dead,Danza,20220930,20220930,"43.267549,-1.975814",Hernani,8 €,Gipuzkoa
Presentación Del Libro Las Herederas,Conferencia,20220930,20220930,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Bertso Saio Berezia: Irati Anda + Iratxe Ibarra + Oihane Perea + Kaitin Allende,Bertsolarismo,20220930,20220930,"43.143332,-2.962985",Llodio,0,Araba
Sablehortz Kapitaina Eta Diamante Magikoa,Actividad Infantil,20220930,20220930,"43.30962828883786,-3.006906509399414",Sestao,Con invitación,Bizkaia
Presentación Del Libro Las Huellas De Mis Pasos,Conferencia,20220930,20220930,"43.143332,-2.962985",Llodio,Gratis,Araba
Bihotx Eta Txek,Concierto,20220930,20220930,"43.22048,-2.021122",Andoain,Gratis,Gipuzkoa
Presentación Del Poemario Resurrección De Julia Otxoa,Conferencia,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Aula / Gela (Photomuseum): Eugene Smith,Conferencia,20220930,20220930,"43.280364,-2.171588",Zarautz,Gratis,Gipuzkoa
"Emakume Sortzaileen Zikloa, Aiaraldea Ekintzen Faktorian: Kilimaterioa (Estreno)",Teatro,20220930,20220930,"43.143332,-2.962985",Llodio,5 / 8 €,Araba
Sesión De Cortometrajes: Corto-Grafía De Un Cine Comprometido,Proyección Audiovisual,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,1 / 4 €,Gipuzkoa
Bertso Jaialdia,Bertsolarismo,20220930,20220930,"43.214009,-3.135223",Zalla,0,Bizkaia
Airez Aire,Concierto,20220930,20220930,"43.3630981445,-1.40350341797",Cambo-les-Bains,9 €,Iparralde
Exposición: Hotel En La Costa,Exposición,20220916,20220930,"43.296826,-2.985259",Barakaldo,0,Bizkaia
Exposición: Miradas Al Paisaje,Exposición,20220919,20220930,"43.296826,-2.985259",Barakaldo,0,Bizkaia
Celtas Cortos,Concierto,20220930,20220930,"43.239656,-2.885518",Basauri,Gratis,Bizkaia
Cursillos Andoain,Formación,20220930,20220930,"43.22048,-2.021122",Andoain,0,Gipuzkoa
Deltaica + Divorce,Concierto,20220930,20220930,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Lendakaris Muertos + Akabu,Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,15 / 20 €,Bizkaia
Bettye Lavette + Milton Wright (With Full Backing Band),Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,30 €,Bizkaia
Dantza Plazetan 2022: Ibai Arte Dantza Taldea,Danza,20221001,20221001,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Dantza Plazetan 2022: Ondalan Erraldoien Konpartza,Danza,20221001,20221001,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Programa Irudika 2022- Encuentro Profesional Internacional De Ilustración,Festival,20220929,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Festival Irun Zuzenean 2022,Festival,20220930,20221001,"43.338272,-1.789207",Irun,30 €,Gipuzkoa
Arabako Plazetan 2022,Festival,20220515,20221001,"42.644095,-2.713374",Peñacerrada-Urizaharra,0,Araba
"Kalefest 2022: Bihurri, Jauretxetik Kale Gorrira",Actividad Infantil,20221001,20221001,"43.362286,-3.012567",Getxo,0,Bizkaia
Soul 4 Real #27 (Final Chapter): Bettye Lavette – Milton Wright (With Full Backing Band),Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,30 €,Bizkaia
Vitalic,Concierto,20221001,20221001,"43.4816474915,-1.55913102627",Biarritz,26 / 32 € (agotado),Iparralde
Arabako Plazetan 2022: Su Danborrak,Actividad Infantil,20221001,20221001,"42.719678,-2.907609",Ribera Baja,Gratis,Araba
Hazia,Teatro,20221001,20221001,"43.256963,-2.923441",Bilbao,17€ / 30€,Bizkaia
Si Nous Prenions Le Temps,Danza,20221001,20221001,"43.256963,-2.923441",Bilbao,7 / 14 €,Bizkaia
Delgao,Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,15€,Bizkaia
Sergio Sáez: Orfeo Y Eurídice,Exposición,20220715,20221001,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
True West,Teatro,20221001,20221001,"43.296826,-2.985259",Barakaldo,25€ / 22€,Bizkaia
Munduari Itzulia 80 Egunetan (Estreno),Actividad Infantil,20221001,20221001,"43.220496,-2.733236",Amorebieta-Etxano,5€,Bizkaia
The Godfathers + The Peawees,Concierto,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,18€/22€,Araba
Xxv Simposio Europeo De Acuarela,Conferencia,20220926,20221001,"43.256963,-2.923441",Bilbao,0,Bizkaia
Silencio,Teatro,20221001,20221001,"43.320725,-1.984449",Donostia-San Sebastián,10 / 24 €,Gipuzkoa
Txisteratik 2022: Gala Nagusia,Teatro,20221001,20221001,"43.183900834486366,-2.2654151916503906",Azpeitia,5 / 10 €,Gipuzkoa
Parabellum,Concierto,20221001,20221001,"42.83427,-1.608337",Villava/Atarrabia,12€ / 20€,Navarra
"Bertsolari Txapelketa Nagusia 2022 (Lehenengo Fasea, Hirugarren Kanporaketa)",Bertsolarismo,20221001,20221001,"43.1907221514,-0.903367996216",Gotein-Libarrenx,6 / 12 €,Iparralde
Encuentro De Museología Icom España 2022: Nuevos Relatos En Los Museos,Conferencia,20220929,20221001,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Festival Internacional De Teatro De Vitoria-Gasteiz 2022: Bells & Spells,Teatro,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,6 / 18 €,Araba
Gure Zirkua 2022 (Hondarribia),Teatro,20220916,20221001,"43.362531,-1.791498",Hondarribia,0,Gipuzkoa
Hitz Andana 2022: Ardo,Otro,20221001,20221001,"43.267549,-1.975814",Hernani,8 €,Gipuzkoa
Kalakan + Alexander Arkhincheev,Concierto,20221001,20221001,"43.3130149841,-1.5803360939",Sare,18 €,Iparralde
Bertso Saioa: Igor Elortza + Enare Muniategi,Bertsolarismo,20221001,20221001,"43.31137,-3.055952",Ortuella,0,Bizkaia
Mapamundistas 2022: Tronar Y Hacer Vibrar La Membrana Del Mundo,Otro,20221001,20221001,"42.817643,-1.648541",Pamplona/Iruña,Libre con retirada previa de entrada,Navarra
Recital Poemas Del Alma,Otro,20221001,20221001,"43.338272,-1.789207",Irun,"5,90 / 15,90 / 21,90 €",Gipuzkoa
El Peligro De Las Buenas Compañías,Teatro,20221001,20221001,"43.214009,-3.135223",Zalla,15 €,Bizkaia
Fiestas De Urduliz 2022: Programa De Fiestas De Andra Mari 2022,Fiestas,20220907,20221001,"43.379722,-2.962009",Urduliz,Gratis,Bizkaia
Getxozirko 2022: Suspensión,Teatro,20221001,20221001,"43.362286,-3.012567",Getxo,12 €,Bizkaia
Cyrano,Teatro,20221001,20221001,"43.221425,-2.813527",Galdakao,4 / 8 €,Bizkaia
Festival Ja! Bilbao 2022: Diálogo Epicúreos,Conferencia,20221001,20221001,"43.256963,-2.923441",Bilbao,Con invitación,Bizkaia
Festival Ja! Bilbao 2022: Lo Cutre Y Lo Cursi,Otro,20221001,20221001,"43.256963,-2.923441",Bilbao,Con invitación,Bizkaia
Geu -30- Fest,Festival,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Geu -30- Fest: Zetak,Concierto,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,18 €,Araba
The Capaces + Stupid Fuckin People,Concierto,20221001,20221001,"43.320725,-1.984449",Donostia-San Sebastián,12 / 15 €,Gipuzkoa
Kukai Dantza Konpainia: Hnuy Illa,Danza,20221001,20221001,"43.317233,-2.678958",Gernika-Lumo,6 €,Bizkaia
Concurso Cuidemos Nuestros Océanos,Concurso,20220608,20221001,"43.18418,-2.473289",Eibar,0,Gipuzkoa
Aniversario Urban Rock Concept,Concierto,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Txisteratik 2022: Metamorfosis,Teatro,20221001,20221001,"43.183900834486366,-2.2654151916503906",Azpeitia,Gratis,Gipuzkoa
Remember Alai,Festival,20221001,20221001,"43.256963,-2.923441",Bilbao,12 €,Bizkaia
Feria Del Libro 2022 En Hernani,Feria,20221001,20221001,"43.267549,-1.975814",Hernani,0,Gipuzkoa
El Templo De Colette,Actividad Infantil,20221001,20221001,"42.83427,-1.608337",Villava/Atarrabia,0,Navarra
Bertso Saioa: Aitor Mendiluze + Aitor Sarriegi,Bertsolarismo,20221001,20221001,"43.084412,-1.710469",Urrotz,0,Navarra
Bertso Jaialdia: Manex Agirre,Bertsolarismo,20221001,20221001,"43.06650504551312,-2.4890899658203125",Arrasate-Mondragon,0,Gipuzkoa
Bertso Saio Berezia: Maialen Akizu + Aner Euzkitze,Bertsolarismo,20221001,20221001,"43.280652,-1.94756",Astigarraga,0,Gipuzkoa
Asteklima 2022: Ingurumena Zaindu,Actividad Infantil,20221001,20221001,"43.083362,-3.062959",Ayala,Gratis,Araba
Asteklima 2022: Irupé La Niña Que Quería Tocar La Luna,Actividad Infantil,20221001,20221001,"43.378918,-2.983002",Sopela,Gratis,Bizkaia
Uribarri Eta Matikoko Jaiak 2022: Akerbeltz,Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Presentación Del Cuento Y Cuentacuentos Éramos Una Vez Mi Mama Y Yo,Actividad Infantil,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
"Tomaxen Abenturak: Adi, Grabatzen, Ekin” Tomaxen Abenturak",Actividad Infantil,20221001,20221001,"43.214009,-3.135223",Zalla,Gratis,Bizkaia
Barakaldo Udazkena Rock 2022: Arde Marte + Soporte Vital Basico,Concierto,20221001,20221001,"43.296826,-2.985259",Barakaldo,Gratis,Bizkaia
Hitz Andana 2022,Festival,20220929,20221001,"43.267549,-1.975814",Hernani,0,Gipuzkoa
Concierto Solidario,Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,Gratis,Bizkaia
Enablers + Mikel Vega,Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,10 €,Bizkaia
Iii Encuentro De Museología: Nuevos Relatos En Los Museos,Otro,20220929,20221001,"43.320725,-1.984449",Donostia-San Sebastián,85 € / 30€,Gipuzkoa
Sorogaineko Bestak,Festival,20221001,20221001,"43.0696605,-1.4162851",Urepel,0,Iparralde
Inertzia + Kaxkatu,Concierto,20221001,20221001,"43.3630665503,-1.69919013977",Urrugne,0,Iparralde
Z.I.E.K. + Honky Tonky Trio + Willis Drummond + Dj Gared,Concierto,20221001,20221001,"43.3568261888,-1.55044555664",Saint-Pée-sur-Nivelle,Gratis,Iparralde
Títeres Reciclados En Familia,Formación,20221001,20221001,"43.256963,-2.923441",Bilbao,0,Bizkaia
Euskal Herriko Dantzari Eguna,Festival,20221001,20221001,"43.1637466,-1.2369923",Saint-Jean-Pied-de-Port,0,Iparralde
Ametza Ikastolak 20 Urte,Festival,20221001,20221001,"43.4788334292,-1.45860671997",Saint-Pierre-d\Irube,0,Iparralde
Ziur Laters,Concierto,20221001,20221001,"43.362954,-2.544635",Ispaster,0,Bizkaia
Cortos De Cecilia Mangini,Proyección Audiovisual,20221001,20221001,"43.320725,-1.984449",Donostia-San Sebastián,1 / 4 €,Gipuzkoa
Banda Municipal De Música De Bilbao: Carmina Burana,Concierto,20221001,20221001,"43.256963,-2.923441",Bilbao,5 €,Bizkaia
Ciclo Sendaberri: Hoy Puede Ser Mi Gran Noche,Teatro,20221001,20221001,"42.790978,-1.693278",Zizur Mayor/Zizur Nagusia,6€,Navarra
Bertso Saioa,Bertsolarismo,20221001,20221001,"43.22048,-2.021122",Andoain,0,Gipuzkoa
"Sábados Musicales 2022, En El Museo De Bellas Artes De Álava: Time Stand Still",Concierto,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
(H)Ondoko Gela,Teatro,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,10 €,Araba
Txiberri Old School Festival: Feline + Víctimas Club + Sonic Trash + Tiparrakers + Cápsula,Concierto,20221001,20221001,"43.379722,-2.962009",Urduliz,12 / 15 €,Bizkaia
Irakurle Klubaren 20. Urteurrena: Geure Liburu Kuttunak,Conferencia,20221001,20221001,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Tailoviu,Actividad Infantil,20221001,20221001,"42.83427,-1.608337",Villava/Atarrabia,3€,Navarra
Beldurra”,Danza,20221001,20221001,"43.267549,-1.975814",Hernani,0,Gipuzkoa
Kontraband,Concierto,20221001,20221001,"43.362531,-1.791498",Hondarribia,Gratis,Gipuzkoa
Korrontzi,Concierto,20221001,20221001,"43.147841585228726,-2.8487205505371094",Zeberio,Gratis,Bizkaia
Taller De Literatura: Cuento La Viuda Afrodisia,Formación,20221001,20221001,"43.362531,-1.791498",Hondarribia,Gratis,Gipuzkoa
Mafalda + Dupla,Concierto,20221001,20221001,"42.852442,-2.389455",Salvatierra,Gratis,Araba
Bakioko Margozaleak,Exposición,20220701,20221002,"43.427864,-2.811455",Bakio,0,Bizkaia
"Pirritx, Porrotx Eta Marimotots: Kuikui",Actividad Infantil,20221002,20221002,"43.092282,-2.314383",Urretxu,7 €,Gipuzkoa
Feria Del Libro De Saldo Y Ocasión De Vitoria-Gasteiz 2022,Feria,20220916,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Programa Kilometroak 2022,Otro,20221002,20221002,"43.052914,-2.564295",Ibarra,0,Gipuzkoa
Jorge Oteiza Y Eduardo Chillida. Diálogo En Los Años 50 Y 60,Exposición,20220409,20221002,"43.320725,-1.984449",Donostia-San Sebastián,Con reserva,Gipuzkoa
Encuentros Arte Joven 2022,Concurso,20220903,20221002,"42.829158,-1.590048",Huarte/Uharte,0,Navarra
Kalefest 2022: Otempodiz,Danza,20221002,20221002,"43.362286,-3.012567",Getxo,0,Bizkaia
El Gran Revistil,Teatro,20221001,20221002,"42.817643,-1.648541",Pamplona/Iruña,25€ - 30€,Navarra
Sin Cerraduras. Mujeres Artistas En La Colección Los Bragales,Exposición,20220526,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
8 Apellidos Andaluces,Teatro,20221002,20221002,"42.817643,-1.648541",Pamplona/Iruña,12€/15€,Navarra
Editors,Concierto,20221002,20221002,"43.256963,-2.923441",Bilbao,35€,Bizkaia
Oteiza Argentinan,Exposición,20220615,20221002,"43.320725,-1.984449",Donostia-San Sebastián,0,Gipuzkoa
Munduari Itzulia 80 Egunetan,Actividad Infantil,20221002,20221002,"42.841492,-2.513507",Alegría-Dulantzi,"1,5 / 2 €",Araba
Ilustres Ignorantes,Teatro,20220930,20221002,"43.256963,-2.923441",Bilbao,22€,Bizkaia
"Pinocho, El Musical",Actividad Infantil,20221001,20221002,"43.256963,-2.923441",Bilbao,20€,Bizkaia
Good Sex Maritxu,Teatro,20221001,20221002,"43.256963,-2.923441",Bilbao,17€,Bizkaia
Open House Bilbao 2022,Otro,20221001,20221002,"43.256963,-2.923441",Bilbao,0,Bizkaia
Silencio,Teatro,20221002,20221002,"43.239656,-2.885518",Basauri,20 €,Bizkaia
Un Hombre De Paso,Teatro,20221002,20221002,"43.320725,-1.984449",Donostia-San Sebastián,10 / 24 €,Gipuzkoa
Guardianes De Piedra,Exposición,20220624,20221002,"42.817643,-1.648541",Pamplona/Iruña,0,Navarra
Mysterion. El Arte No Está Donde Se Le Espera,Exposición,20220809,20221002,"43.280364,-2.171588",Zarautz,0,Gipuzkoa
Loop,Actividad Infantil,20221002,20221002,"43.32580207042292,-2.987508773803711",Leioa,6 €,Bizkaia
Salón Del Cómic De Navarra 2022,Feria,20220902,20221002,"42.817643,-1.648541",Pamplona/Iruña,Doan,Navarra
Dummy,Concierto,20221002,20221002,"43.320725,-1.984449",Donostia-San Sebastián,10 / 13 €,Gipuzkoa
Kalakan + Nayade Abesbatza,Concierto,20221002,20221002,"43.3130149841,-1.5803360939",Sare,18 €,Iparralde
Jalgi! Voz 2022: Hanfris10,Concierto,20221001,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,A la venta a partir del 9/10 de septiembre,Araba
Bombardeo De Getxo 85 Aniversario,Exposición,20220915,20221002,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
Exposición Obras Ganadoras Del Certamen Arte Vital 2021,Exposición,20220901,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,Gratis,Araba
Bertso Saioa: Nerea Elustondo + Aitor Mendiluze,Bertsolarismo,20221002,20221002,"43.2482,-1.990517",Urnieta,0,Gipuzkoa
"Campeonato De Euskal Herria De Bertsolaris 2022 (Primera Fase, Cuarta Ronda)",Bertsolarismo,20221002,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,6 / 12 €,Araba
Programación Completa De Fiestas De San Miguel 2022 En Basauri,Fiestas,20220923,20221002,"43.239656,-2.885518",Basauri,0,Bizkaia
Getxozirko 2022: Maña,Teatro,20221002,20221002,"43.362286,-3.012567",Getxo,Gratis,Bizkaia
"África, Las Dos Orillas. Musical.",Concierto,20221001,20221002,"43.118217,-2.413358",Bergara,20 €,Gipuzkoa
(Cancelado) Festival Ja! Bilbao 2022: Recital Kax-Kax-Kax! Con Katixa Agirre Y Maite Larburu,Concierto,20221002,20221002,"43.256963,-2.923441",Bilbao,Con invitación,Bizkaia
Festival Ja! Bilbao 2022: Diálogo Guion De Comedia,Conferencia,20221002,20221002,"43.256963,-2.923441",Bilbao,Con invitación,Bizkaia
Suspensión,Teatro,20221002,20221002,"43.169068,-2.632655",Durango,"7,5 / 10 €",Bizkaia
Bertso Saioa: Haira Aizpurua Ibargarai + Iker Altuna,Bertsolarismo,20221002,20221002,"43.365053,-1.203747",Ustaritz,0,Iparralde
Kalakan Lezeetan (3 Días De Festival En Las Cuevas De Sara),Concierto,20220930,20221002,"43.3130149841,-1.5803360939",Sare,0,Iparralde
Programa Salón Del Cómic De Getxo 2022,Feria,20220930,20221002,"43.362286,-3.012567",Getxo,0,Bizkaia
Exposición: El Bombardeo De Getxo,Exposición,20220915,20221002,"43.362286,-3.012567",Getxo,0,Bizkaia
Hodei Magoa: Sentsazioak,Teatro,20221001,20221002,"43.320725,-1.984449",Donostia-San Sebastián,7 €,Gipuzkoa
Ciclo De Cámara Del Principal: En Torno A Vaughan Williams,Concierto,20221002,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,"6€. Estudiantes <30 y desempleados, gratis",Araba
Concierto De La Banda Municipal De Txistularis De San Sebastián,Concierto,20221002,20221002,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Enablers,Concierto,20221002,20221002,"43.136978,-2.073914",Tolosa,8 €,Gipuzkoa
Munduari Begira / Afganistanetik Ukrainiara Erakusketaren Bisita Euskaraz,Exposición,20221002,20221002,"43.256963,-2.923441",Bilbao,0,Bizkaia
Kantauri + Eskuz Esku,Concierto,20221002,20221002,"43.3630665503,-1.69919013977",Urrugne,Voluntad,Iparralde
Donostia Zinemaldia 2022 En Azkuna Zentroa,Festival,20220926,20221002,"43.256963,-2.923441",Bilbao,4 / 5 €,Bizkaia
"Lur Usabiaga: Amalur, Etxe Hegalaria",Actividad Infantil,20221002,20221002,"43.20752,-2.887839",Arrigorriaga,0,Bizkaia
Programa De Fiestas De Iurreta 2022,Fiestas,20220922,20221002,"43.176705,-2.633777",Iurreta,0,Bizkaia
Programa De Fiestas De Zorroza 2022 En Bilbao,Fiestas,20220923,20221002,"43.256963,-2.923441",Bilbao,0,Bizkaia
Programa De Fiestas De Txopoeta 2022 En Leioa,Fiestas,20220930,20221002,"43.32580207042292,-2.987508773803711",Leioa,0,Bizkaia
"Bidaia On, Amona Braulia",Actividad Infantil,20221002,20221002,"42.776759,-1.571493",Aranguren,3 €,Navarra
"¡Buen Viaje, Abuela Braulia!",Actividad Infantil,20221002,20221002,"42.776759,-1.571493",Aranguren,3 €,Navarra
Bertso Jaialdia: Maialen Akizu + Aner Euzkitze + Xabat Illarregi + Aitor Mendiluze,Bertsolarismo,20221002,20221002,"43.255405,-2.236461",Aizarnazabal,0,Gipuzkoa
Bertso Saio Berezia: Onintza Enbeita + Sebastian Lizaso + Mikel Garaizabal,Bertsolarismo,20221002,20221002,"43.256963,-2.923441",Bilbao,0,Bizkaia
Bertso Saioa: Alaia Martin + Aitor Tatiegi,Bertsolarismo,20221002,20221002,"43.032888,-2.411348",Oñati,0,Gipuzkoa
Programa De Fiestas De Uribarri Y Matiko 2022 En Bilbao,Fiestas,20220923,20221002,"43.256963,-2.923441",Bilbao,0,Bizkaia
Programa Asteklima 2022,Otro,20220923,20221002,"42.846718,-2.671635",Vitoria-Gasteiz,0,Araba
Asteklima 2022: Gork Basoko Doktorea Eta Bere Lagunak,Actividad Infantil,20221002,20221002,"43.320725,-1.984449",Donostia-San Sebastián,Gratis,Gipuzkoa
Programa De Fiestas De Murgia 2022,Fiestas,20220924,20221002,"42.96496504291173,-2.8379058837890625",Zuia,0,Araba
Meloncolía,Teatro,20221001,20221002,"42.817643,-1.648541",Pamplona/Iruña,6 / 9 / 11 €,Navarra
Programa De Las Jornadas Europeas Del Patrimonio 2022 En Navarra,Otro,20220923,20221002,"42.817643,-1.648541",Pamplona/Iruña,0,Navarra
Exposición 85º Aniversario Del Bombardeo De Getxo,Exposición,20220915,20221002,"43.362286,-3.012567",Getxo,0,Bizkaia
Yamaguchi Torii 2022,Festival,20220930,20221002,"42.817643,-1.648541",Pamplona/Iruña,0,Navarra
Alaia Galtzagorria: Mitoen Bidaia,Teatro,20221002,20221002,"42.962987,-2.917596",Urkabustaiz,Gratis,Araba
Conferencia La Donostia Galante,Conferencia,20221002,20221002,"43.320725,-1.984449",Donostia-San Sebastián,Libre hasta completar aforo,Gipuzkoa
Programa Mikel Deunaren Jaiak 2022 (Berriz),Fiestas,20220928,20221002,"43.193923,-2.589165",Berriz,0,Bizkaia
Programa Del Festival Open House Bilbao 2022,Festival,20221001,20221002,"43.256963,-2.923441",Bilbao,0,Bizkaia
